"",".rownames","price_3_nights","neigh_simp","number_of_reviews","reviews_per_month",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"55","55",226.5,"Scotts Valley/Watsonville",186,1.89,561.644135601173,-335.144135601173,0.0412928073976739,740.497476112188,0.00153485633010392,-0.462397287305379
"56","56",1935.82,"City of Santa Cruz",110,1.13,1123.10671442105,812.713285578953,0.00464868066399352,740.172615906441,0.000942656965740864,1.10046391689244
"57","57",981.5,"Unincorporated Areas",171,1.76,938.183248453672,43.3167515463275,0.00226370978113717,740.565992992276,1.29778578032485e-06,0.0585834092319012
"58","58",238.58,"Unincorporated Areas",3,0.07,1155.47610729321,-916.896107293209,0.00254321732231668,740.066015332893,0.000653638457773393,-1.24022285678843
"59","59",676.48,"City of Santa Cruz",418,4.32,716.929170367158,-40.4491703671583,0.00885739037043322,740.566129593931,4.48698657400805e-06,-0.0548868353258631
"60","60",706.68,"Unincorporated Areas",286,3.09,774.693422039137,-68.0134220391373,0.003466596637661,740.56435185469,4.91146309212825e-06,-0.0920397313168159
"61","61",392.6,"Unincorporated Areas",572,5.97,404.524714203603,-11.9247142036028,0.01220008707105,740.567025131209,5.40782915803743e-07,-0.0162083995332464
"62","62",265.76,"Unincorporated Areas",276,2.88,796.945587425531,-531.185587425531,0.00338514814207582,740.398827081918,0.000292494414204738,-0.71880195792135
"63","63",368.44,"City of Capitola",589,6.19,690.996703356523,-322.556703356523,0.019075280353344,740.50406981739,0.000627355567696997,-0.439961706853347
"64","64",1359,"City of Santa Cruz",434,4.57,688.650375330029,670.349624669971,0.00925824476413807,740.297492869537,0.00128917687629117,0.90980387674393
"65","65",604,"Unincorporated Areas",123,2.34,909.742766787594,-305.742766787594,0.00147822654839921,740.511469241555,4.21541506470899e-05,-0.413336794978784
"66","66",268.78,"Unincorporated Areas",244,2.88,810.917889237584,-542.137889237584,0.00268604151838808,740.391938061106,0.000241418467624288,-0.733365470189353
"67","67",588.9,"Unincorporated Areas",622,6.64,325.628706350913,263.271293649087,0.0144105608468398,740.525313171073,0.000312750388197614,0.358246645730093
"68","68",332.2,"Unincorporated Areas",18,0.2,1137.85441587064,-805.654415870636,0.00242881355365881,740.180303645296,0.000481843505491581,-1.08969131494577
"69","69",1023.78,"City of Santa Cruz",392,4.35,725.72654829372,298.05345170628,0.00795082717096865,740.513887857093,0.000218291219675596,0.404253884703032
"70","70",1057,"Unincorporated Areas",12,0.15,1144.73275128662,-87.7327512866163,0.00247023839444878,740.562524770501,5.81182706892201e-06,-0.118665770650331
"71","71",700.64,"Unincorporated Areas",220,2.53,851.206817380168,-150.566817380168,0.00246879426886094,740.553603552244,1.71077345124902e-05,-0.203653871828241
"72","72",773.12,"Unincorporated Areas",137,1.49,976.02487479057,-202.90487479057,0.00204523574585978,740.54259136081,2.5716310841926e-05,-0.274387105987389
"73","73",2129.1,"Unincorporated Areas",50,0.71,1080.44512003113,1048.65487996887,0.00205900123827549,739.911901901737,0.000691534868908182,1.41809979919809
"74","74",1854.28,"City of Santa Cruz",27,0.35,1225.7804219351,628.499578064897,0.00497457537741964,740.331132287044,0.000603670123665895,0.851166549111194
"75","75",1120.42,"Unincorporated Areas",444,4.83,557.508378689646,562.911621310354,0.00723941965213099,740.377388208804,0.000707941179247802,0.763210960384223
"76","76",924.12,"City of Santa Cruz",278,3.03,887.928034511384,36.1919654886161,0.00571381444364829,740.56632772644,2.30265938825643e-06,0.049032395605677
"77","77",286.9,"Unincorporated Areas",18,0.2,1137.85441587064,-850.954415870636,0.00242881355365881,740.135569252128,0.000537552664249917,-1.15096202307402
"78","78",591.92,"Unincorporated Areas",123,1.37,992.358226016273,-400.438226016273,0.00199469169268673,740.471612867235,9.76749450183564e-05,-0.541496618676857
"79","79",564.74,"Unincorporated Areas",359,4.02,663.610472362687,-98.8704723626872,0.00483281676082846,740.56127266046,1.4509200963878e-05,-0.133889102970214
"80","80",724.8,"City of Santa Cruz",138,1.53,1076.81271972574,-352.012719725736,0.0045712974528328,740.493123673778,0.000173875310328796,-0.476628407393135
"81","81",1304.64,"Unincorporated Areas",210,2.31,874.310688531806,430.329311468194,0.0024514052786291,740.456772104832,0.00013875571940078,0.582050335662073
"82","82",120.8,"City of Santa Cruz",6,0.07,1258.7975064261,-1137.9975064261,0.00523123018892043,739.792979117676,0.00208230435903829,-1.54136994048511
"83","83",350.32,"Unincorporated Areas",686,8.48,140.970241921888,209.349758078112,0.0174355226198194,740.540600128463,0.000240746410073101,0.285311041943214
"84","84",1404.3,"City of Santa Cruz",36,0.4,1217.59218322424,186.707816775758,0.00493751035267905,740.546289380189,5.28730485612971e-05,0.252850588648295
"85","85",407.7,"Unincorporated Areas",242,2.7,827.121861875232,-419.421861875232,0.00276726614991634,740.462261855473,0.00014888880648472,-0.567387086163796
"86","86",637.22,"Unincorporated Areas",52,0.8,1071.90649928068,-434.686499280682,0.00199587789068649,740.454577604517,0.000115165830128361,-0.587809539988693
"87","87",362.4,"Unincorporated Areas",558,6.19,391.900069411005,-29.5000694110055,0.0113784694502764,740.566587517249,3.08156857133951e-06,-0.0400806403622022
"88","88",347.3,"Unincorporated Areas",449,5.42,505.07456638211,-157.77456638211,0.00714413769793699,740.552209550952,5.48723348211356e-05,-0.213904804334234
"89","89",773.12,"City of Capitola",803,10.97,190.441579201726,582.678420798274,0.0313001285860933,740.358778214444,0.00344451077854512,0.799762357741943
"90","90",434.88,"Unincorporated Areas",136,1.54,972.202980395976,-537.322980395976,0.00199390479837913,740.395155488677,0.000175796774596404,-0.726600118102635
"91","91",1313.7,"Unincorporated Areas",338,3.85,687.258793435997,626.441206564003,0.00432473435832913,740.332828716772,0.000520698918512525,0.848102032526601
"92","92",1963,"City of Santa Cruz",47,1,1161.6868585617,801.313141438299,0.0045057640205722,740.183663567415,0.000887968408710384,1.08494953059811
"93","93",1510,"Unincorporated Areas",24,0.29,1127.56925739368,382.430742606321,0.00235535808360365,740.479977717243,0.000105271988945306,0.517239288406002
"94","94",909.02,"City of Santa Cruz",70,0.8,1168.67838193917,-259.65838193917,0.00468613533996612,740.526849767764,9.70066381781723e-05,-0.351600080242899
"95","95",951.3,"City of Capitola",8,0.09,1464.22182493053,-512.921824930532,0.00767121028777579,740.409523745927,0.00062338608563393,-0.695584713277007
"96","96",1132.5,"City of Capitola",87,1.02,1350.51906866432,-218.019068664322,0.00725172840851144,740.538653930194,0.000106378595726944,-0.295598044187101
"97","97",413.74,"City of Santa Cruz",432,5.36,622.238888738997,-208.498888738997,0.00881070434460111,740.54104400429,0.000118578773072994,-0.282912469067634
"98","98",2089.84,"City of Santa Cruz",29,0.34,1225.75885883709,864.081141162907,0.0049836726760603,740.121005859613,0.00114314202493881,1.17021610024831
"99","99",1283.5,"City of Santa Cruz",102,1.18,1122.34126104784,161.15873895216,0.00454842743082691,740.551603988023,3.62602470220977e-05,0.218207883993666
"100","100",456.02,"Scotts Valley/Watsonville",57,1.29,669.072323195661,-213.052323195661,0.0407957266364861,740.538985402253,0.000612162966910663,-0.293871430996114
"101","101",1697.24,"City of Santa Cruz",42,0.86,1175.79391143325,521.446088566748,0.00459386122744996,740.404745329112,0.000383440614530213,0.706050723986402
"102","102",2322.38,"Unincorporated Areas",47,0.56,1094.53060980467,1227.84939019533,0.00217242043074629,739.668595366924,0.00100051847110304,1.66051954994514
"103","103",359.38,"Unincorporated Areas",599,7.03,302.454773433806,56.9252265661941,0.0130549144495387,740.565159296623,1.3209903032245e-05,0.0774078347145528
"104","104",854.66,"City of Santa Cruz",196,2.34,982.499755706615,-127.839755706615,0.00468650072573257,740.557351760635,2.35159650211282e-05,-0.17310620315595
"105","105",2630.42,"Unincorporated Areas",278,3.77,720.27050545555,1910.14949454445,0.00293477680677004,738.389012137374,0.0032761569419779,2.58423628157335
"106","106",906,"City of Santa Cruz",36,0.53,1206.52000827607,-300.520008276068,0.00482969990907009,740.513172985167,0.000133959698016101,-0.406959634776921
"107","107",1153.64,"Unincorporated Areas",181,2.22,894.638438936176,259.001561063824,0.00206010978392522,740.52715861228,4.22073809244602e-05,0.350248945340922
"108","108",477.16,"Unincorporated Areas",94,1.12,1026.31326866455,-549.15326866455,0.00195031529685011,740.387507143786,0.000179593118173141,-0.742581521557545
"109","109",842.58,"Unincorporated Areas",81,0.98,1043.91339698911,-201.333396989114,0.00197842317263303,740.542971311802,2.44891106081972e-05,-0.272252892066003
"110","110",906,"City of Santa Cruz",257,3.08,892.838828749323,13.1611712506767,0.00524556648031849,740.567007197455,2.79287661973338e-07,0.017826383461989
"111","111",462.06,"Unincorporated Areas",449,5.41,505.926272147354,-43.866272147354,0.00714736158143991,740.56595881587,4.2436510359519e-06,-0.0594723332775945
"112","112",751.98,"Unincorporated Areas",121,1.45,986.417848757574,-234.437848757574,0.00191297938081404,740.534382354143,3.21019171636738e-05,-0.317007961574986
"113","113",727.82,"City of Capitola",314,3.75,1018.88737877342,-291.067378773422,0.00935133208649494,740.516281921957,0.000245540576650186,-0.395057536148806
"114","114",567.76,"Unincorporated Areas",175,2.09,908.33042047411,-340.57042047411,0.00206509915449966,740.498029603267,7.31564088641596e-05,-0.460556022473219
"115","115",341.26,"Unincorporated Areas",765,9.17,47.7084240215369,293.551575978463,0.0220595789171837,740.5147387018,0.000604565413475981,0.401009686905818
"116","116",1002.64,"City of Santa Cruz",46,0.58,1197.89513513358,-195.255135133581,0.0047998028963959,740.544342503353,5.61965257901606e-05,-0.264407569325193
"117","117",1108.34,"City of Capitola",122,1.49,1295.20669259091,-186.866692590914,0.00720562840860652,740.54620627994,7.7646000193912e-05,-0.253354657064676
"118","118",1183.84,"City of Capitola",145,1.88,1251.94757581898,-68.1075758189804,0.00717698392534865,740.564333872133,1.02728556798092e-05,-0.0923392090477718
"119","119",637.22,"Unincorporated Areas",304,3.7,714.879950589966,-77.6599505899659,0.00352555381598478,740.563513556071,6.51315296038772e-06,-0.105097085568096
"120","120",235.56,"City of Santa Cruz",17,0.21,1242.07064696479,-1006.51064696479,0.00509700346988917,739.96168503678,0.00158669056567654,-1.36318453272709
"121","121",613.06,"Unincorporated Areas",51,0.62,1087.6738374867,-474.613837486703,0.00213483006466704,740.432934476576,0.000146893444890867,-0.64184640045942
"122","122",443.94,"City of Santa Cruz",107,1.58,1086.08985827994,-642.149858279942,0.00430217310454546,740.320935281296,0.000544261464538424,-0.869359205910018
"123","123",1778.78,"Unincorporated Areas",75,2.24,939.218277158115,839.561722841885,0.00143894163179107,740.147466752461,0.00030938640670503,1.13498981219564
"124","124",356.36,"City of Santa Cruz",510,6.21,515.786413026366,-159.426413026366,0.011411677614581,740.551830214648,9.02695200335241e-05,-0.216610339392499
"125","125",353.34,"Unincorporated Areas",393,4.8,582.331851998339,-228.991851998339,0.00548959690511666,740.535772984269,8.85245842071365e-05,-0.310200154844177
"126","126",2319.36,"Unincorporated Areas",81,0.99,1043.06169122387,1276.29830877613,0.00197045823885145,739.596437676337,0.000980137195797955,1.72586627133629
"127","127",226.5,"Unincorporated Areas",95,1.16,1022.46981117195,-795.969811171947,0.00192592324427678,740.189739850651,0.00037257066584644,-1.07632110110442
"128","128",1214.04,"City of Santa Cruz",408,5,663.379522646825,550.660477353175,0.00815483124600615,740.385389958771,0.000764534466966559,0.746944978124431
"129","129",431.86,"Unincorporated Areas",573,7.02,314.658974421343,117.201025578657,0.0118307384519339,740.55884914513,5.06190555816465e-05,0.159273083420605
"130","130",353.34,"Unincorporated Areas",10,0.13,1147.30943168036,-793.969431680358,0.00248776635954555,740.191423176955,0.000479383117505612,-1.07391847255678
"131","131",1606.64,"Unincorporated Areas",51,0.86,1067.23289912084,539.407100879156,0.0019504548554227,740.393826361426,0.000173287429981438,0.729402512141733
"132","132",2693.84,"Unincorporated Areas",96,1.19,1019.47805944459,1674.36194055541,0.0019097527776085,738.895841333653,0.00163470072512379,2.26407643036298
"133","133",622.12,"City of Santa Cruz",170,2.14,1010.88636623379,-388.766366233791,0.00448262111570721,740.476874189075,0.000207928371775145,-0.526369732374918
"134","134",314.08,"Scotts Valley/Watsonville",736,9.05,-288.326129708286,602.406129708286,0.0570924099768226,740.33833810765,0.00708795446180428,0.838072253467649
"135","135",797.28,"Unincorporated Areas",446,5.5,499.570823555037,297.709176444963,0.0070152209528557,740.514060777042,0.000191797373452873,0.403596667457479
"136","136",906,"Unincorporated Areas",45,0.98,1059.63223652767,-153.632236527674,0.00186530628971642,740.553056462122,1.34412172124606e-05,-0.207737271544764
"137","137",890.9,"City of Santa Cruz",89,1.12,1133.12774325045,-242.227743250452,0.00451898447989555,740.53207970626,8.13813131135872e-05,-0.327969938127436
"138","138",344.28,"Unincorporated Areas",71,0.88,1056.79679895782,-712.516798957822,0.00200474878525077,740.264713553845,0.000310810203171169,-0.963512862540549
"139","139",1854.28,"City of Santa Cruz",206,2.67,950.027121137293,904.252878862707,0.00463252181330677,740.078720608406,0.00116287335864796,1.22440423372383
"140","140",1319.74,"Unincorporated Areas",52,0.65,1084.68208575934,235.057914240656,0.00211325578634644,740.534202391238,3.56649284887992e-05,0.317878311410265
"141","141",827.48,"City of Capitola",174,2.2,1212.030592814,-384.550592813995,0.00735797089377457,740.478564977475,0.00033587815455253,-0.521415336922825
"142","142",818.42,"City of Capitola",237,2.98,1118.08957393247,-299.669573932473,0.00796672599768415,740.513308233322,0.000221113238034162,-0.406449109843494
"143","143",193.28,"Unincorporated Areas",76,0.97,1046.94827491249,-853.668274912492,0.00195887305132899,740.133016070352,0.000435902882746342,-1.15436079586307
"144","144",676.48,"City of Santa Cruz",353,5.24,666.953478020433,9.52652197956695,0.00670334393875237,740.567056385801,1.87544505562542e-07,0.0129128329601677
"145","145",1292.56,"Unincorporated Areas",126,1.59,972.310795886023,320.249204113977,0.00185668301108852,740.506040624065,5.81339880049662e-05,0.433030267624981
"146","146",344.28,"Unincorporated Areas",459,6.42,415.537645541431,-71.2576455414313,0.00742112149567849,740.564070320664,1.16333410805075e-05,-0.0966219058821409
"147","147",872.78,"City of Santa Cruz",146,1.84,1046.91676555015,-174.136765550155,0.00442452421325303,740.549008156226,4.11719261119106e-05,-0.23576537524253
"148","148",1355.98,"Unincorporated Areas",49,0.64,1086.84369481947,269.136305180532,0.00211195836004783,740.523968451363,4.67270461795451e-05,0.363963659295574
"149","149",851.64,"Unincorporated Areas",291,3.66,723.963021262089,127.676978737911,0.00324609047958675,740.557390663687,1.61998861165072e-05,0.17276082502163
"150","150",1854.28,"Unincorporated Areas",1,0.03,1159.75619921744,694.523800782561,0.00258021979540356,740.27963055003,0.000380519622837214,0.939452423065562
"151","151",2047.56,"Unincorporated Areas",71,0.91,1054.24168166209,993.31831833791,0.00198099258326043,739.979299673567,0.000596876053115382,1.34321546783107
"152","152",1615.7,"Unincorporated Areas",16,0.22,1137.0242732034,478.675726796599,0.00240994716679324,740.430590151864,0.000168767242239885,0.647428772863411
"153","153",2298.22,"Unincorporated Areas",35,0.48,1106.58386910615,1191.63613089385,0.00221006819818952,739.720811974104,0.000958775234590153,1.61157584733126
"154","154",2135.14,"Unincorporated Areas",20,0.26,1131.87091241592,1003.26908758408,0.00237753927741059,739.967220401176,0.000731361622228255,1.35694100933026
"155","155",407.7,"City of Capitola",301,3.83,1017.74998026262,-610.049980262616,0.00895037731623133,740.343893237828,0.0010315336963945,-0.827836103931989
"156","156",1268.4,"Unincorporated Areas",77,1,1043.95652318513,224.443476814867,0.00194087162138346,740.537112587677,2.98538457554059e-05,0.30349776559218
"157","157",1670.06,"Unincorporated Areas",18,0.24,1134.44759280966,535.61240719034,0.00239355505465817,740.396180257588,0.000209859303765427,0.724432042656154
"158","158",1736.5,"Unincorporated Areas",44,0.56,1095.84051309955,640.659486900446,0.00216372278744686,740.32260206121,0.000271293635555994,0.866411609528285
"159","159",1204.98,"Unincorporated Areas",22,0.28,1129.29423202218,75.6857679778238,0.0023618998350505,740.563698101438,4.134718127653e-06,0.102365675035854
"160","160",1075.12,"Unincorporated Areas",22,0.28,1129.29423202218,-54.1742320221763,0.0023618998350505,740.565362290098,2.11837572428089e-06,-0.0732711311342401
"161","161",1171.76,"Unincorporated Areas",44,0.57,1094.98880733431,76.77119266569,0.00215542755440279,740.563600244698,3.88066584515402e-06,0.103822978486751
"162","162",1011.7,"Unincorporated Areas",9,0.12,1148.59777187723,-136.897771877229,0.00249667146767675,740.555944397194,1.43030116359479e-05,-0.185167962950371
"163","163",1111.36,"Unincorporated Areas",58,0.74,1074.39692728239,36.9630727176134,0.00206108639728598,740.566296996665,8.60055458072137e-07,0.0499853495768036
"164","164",1111.36,"Unincorporated Areas",40,0.59,1095.03193353033,16.3280664696717,0.00213018254224766,740.566951898033,1.73476482888579e-07,0.0220812910559622
"165","165",960.36,"Unincorporated Areas",2,0.03,1159.31956478581,-198.959564785813,0.00257953779703758,740.543522990994,3.12188596099689e-05,-0.269123939478315
"166","166",181.2,"Scotts Valley/Watsonville",225,2.83,464.555050834786,-283.355050834786,0.0410011524484787,740.517350080347,0.00108873917929555,-0.390884601081853
"167","167",785.2,"Unincorporated Areas",54,0.69,1080.40199383511,-295.201993835114,0.00208725888397741,740.515208164123,5.55561059373543e-05,-0.399208379417685
"168","168",2567,"Unincorporated Areas",81,1.02,1040.50657392814,1526.49342607186,0.00194690911920756,739.178210854711,0.00138525686024676,2.0641666750703
"169","169",259.72,"Unincorporated Areas",506,6.38,398.422650315954,-138.702650315954,0.00907392365433737,740.555571934398,5.4073460973755e-05,-0.188230838570022
"170","170",751.98,"City of Capitola",105,1.36,1313.70165287674,-561.721652876741,0.00712462256592959,740.378211437827,0.000693612246557116,-0.761553539111997
"171","171",1087.2,"Unincorporated Areas",166,2.1,911.408424593506,175.791575406495,0.00194230713429122,740.548708345084,1.83275650828465e-05,0.237709687407452
"172","172",483.2,"City of Santa Cruz",190,2.42,978.305916174422,-495.105916174422,0.00455682913739202,740.420741409248,0.000342868884810574,-0.6703730182033
"173","173",794.26,"City of Santa Cruz",384,5.05,669.600220179645,124.659779820355,0.0074509661173703,740.557805380636,3.5748958939725e-05,0.169035147129917
"174","174",600.98,"Unincorporated Areas",46,1.11,1048.12342714787,-447.143427147874,0.00179247825957912,740.44805914568,0.000109397642890707,-0.604592949179148
"175","175",761.04,"Unincorporated Areas",38,0.48,1105.27396581127,-344.233965811267,0.00221608698164399,740.496524635801,8.02275055469133e-05,-0.465545483174772
"176","176",996.6,"Unincorporated Areas",86,1.13,1028.95463835232,-32.3546383523191,0.00189178884999505,740.566487350954,6.04633973313413e-07,-0.0437496297084374
"177","177",2141.18,"City of Santa Cruz",301,3.89,804.638746772976,1336.54125322702,0.00575396120788224,739.498519565755,0.00316261239417067,1.81076494939839
"178","178",679.5,"Unincorporated Areas",126,1.62,969.75567859029,-290.25567859029,0.00183588059093314,740.516945613918,4.72176113689909e-05,-0.392469935384225
"179","179",1606.64,"City of Santa Cruz",91,1.16,1128.84765132622,477.792348673778,0.00449928263366742,740.430808124253,0.000315239437311097,0.646911762833016
"180","180",890.9,"City of Santa Cruz",155,1.97,1031.91488071734,-141.014880717341,0.0044284907998134,740.555239664524,2.70235722352577e-05,-0.190921729783586
"181","181",286.9,"City of Santa Cruz",132,1.68,1066.65693983683,-779.756939836834,0.00440663385198641,740.204057527244,0.000822173580126195,-1.05571063739742
"182","182",981.5,"Unincorporated Areas",19,0.24,1134.01095837803,-152.510958378033,0.00239422718711519,740.553253520592,1.70196879329222e-05,-0.206275771137932
