"",".rownames","price_3_nights","neigh_simp","number_of_reviews","reviews_per_month",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid"
"289","290",2177.42,"City of Santa Cruz",26,0.41,1221.10682177526,956.313178224736,0.00492523680764249,740.0206837857,0.00138362377229104,1.29508695979793
"290","291",332.2,"Unincorporated Areas",140,2.06,926.167742876776,-593.967742876776,0.00169538107096543,740.357046755865,0.000182544574875528,-0.803078438205113
"291","292",721.78,"Unincorporated Areas",153,2.29,900.902262665014,-179.122262665014,0.00170010830983995,740.548009034469,1.6647756571269e-05,-0.242184140902215
"292","293",818.42,"City of Santa Cruz",204,3.05,918.535570921269,-100.115570921269,0.00445400860872872,740.561126972468,1.37004141071452e-05,-0.135549403350764
"293","294",516.42,"Unincorporated Areas",444,6.57,409.31157553717,107.10842446283,0.00701330069160646,740.560244224762,2.48190355055181e-05,0.145203993668438
"294","295",274.82,"Unincorporated Areas",419,6.24,448.333726580892,-173.513726580892,0.00620972197643886,740.549105176484,5.75774444081431e-05,-0.23513274358235
"295","296",1757.64,"City of Santa Cruz",32,0.49,1211.67336906355,545.966630936449,0.00486039554384743,740.389066561984,0.000444977276843581,0.739351129083633
"296","297",302,"Unincorporated Areas",91,1.39,1004.62711629784,-702.627116297839,0.00174173714558151,740.273128944915,0.000262451247259929,-0.950014197200456
"297","298",226.5,"Unincorporated Areas",63,1.13,1038.99723027973,-812.497230279732,0.00179948249658032,740.173951403085,0.000362625103029867,-1.0986001141342
"298","299",341.26,"Unincorporated Areas",228,3.58,758.284636576522,-417.024636576522,0.00216061674190955,740.463520072785,0.000114784149808887,-0.563972643238958
"299","300",667.42,"Unincorporated Areas",238,3.57,754.7699980255,-87.3499980254999,0.00230112421147771,740.562565468036,5.36499024629075e-06,-0.118138051623085
"300","301",302,"City of Capitola",53,0.8,1384.102166175,-1082.102166175,0.00718800922299008,739.865812926185,0.00259724651706749,-1.46710570365805
"301","302",600.98,"City of Santa Cruz",20,0.3,1233.09539178271,-632.11539178271,0.00501848421177284,740.328398292688,0.000616080281735215,-0.856082274586885
"302","303",419.78,"Unincorporated Areas",175,2.63,862.338309150927,-442.558309150927,0.0017761207773048,740.450490297177,0.000106184132947355,-0.598388402465996
"303","304",851.64,"Unincorporated Areas",6,0.87,1086.0297427788,-234.3897427788,0.00200610898942838,740.534392731665,3.36572016460093e-05,-0.316957700150421
"304","305",691.58,"Unincorporated Areas",317,4.75,619.774597628186,71.8054023718136,0.00357177239549807,740.564035325044,5.64167435171433e-06,0.0971763885791838
"305","306",295.96,"Scotts Valley/Watsonville",329,5.08,227.511272765685,68.4487272343149,0.0418126744842752,740.564204602125,6.48992830794595e-05,0.0944641045403125
"306","307",1057,"Unincorporated Areas",115,2,942.193838258907,114.806161741093,0.00155155791359518,740.559264940864,6.2394906777764e-06,0.155213331871461
"307","308",528.5,"Unincorporated Areas",11,0.17,1143.46597418775,-614.965974187755,0.00245257391226373,740.341758407974,0.000283504016063607,-0.831784756052765
"308","309",377.5,"Unincorporated Areas",210,3.22,796.805463894591,-419.305463894591,0.00199689411925001,740.46240094185,0.000107214700598642,-0.567010656509586
"309","310",135.9,"City of Santa Cruz",58,0.98,1158.5872913443,-1022.6872913443,0.00452146988543125,739.942421080099,0.00145145510330272,-1.38469318944949
"310","311",302,"Unincorporated Areas",207,3.13,805.780719076668,-503.780719076668,0.00198236507074024,740.415957801911,0.000153635766560877,-0.681238337258197
"311","312",353.34,"Unincorporated Areas",107,2.58,896.287979327762,-542.947979327762,0.00140407815337375,740.391639684079,0.000126249651997715,-0.733989712707501
"312","313",1827.1,"Unincorporated Areas",16,0.52,1111.47310024608,715.626899753923,0.00217482288586788,740.262015346223,0.000340243889332435,0.967801016591279
"313","314",779.16,"City of Santa Cruz",189,2.95,933.602145048111,-154.442145048111,0.00432454795897296,740.552872809635,3.16474563333387e-05,-0.20909014842898
"314","315",3355.22,"Unincorporated Areas",46,1.25,1036.19954643446,2319.02045356554,0.0017243690984921,737.358420356732,0.00283035227113491,3.13549411695109
"315","316",528.5,"Unincorporated Areas",100,1.64,979.404762282096,-450.904762282096,0.00164327226126872,740.446065747349,0.00010195527782548,-0.609633176806315
"316","317",368.44,"City of Santa Cruz",261,3.94,817.845595211822,-449.405595211822,0.0050257566386898,740.446460572345,0.000311857914344458,-0.608638193563767
"317","318",1002.64,"Unincorporated Areas",27,0.42,1115.18717915063,-112.547179150625,0.00224857892015414,740.559565390966,8.70231291261305e-06,-0.152212417233766
"318","319",1204.98,"City of Santa Cruz",44,0.67,1191.10305210964,13.8769478903628,0.00472640475443596,740.566995694605,2.79470455204582e-07,0.0187909770554877
"319","320",588.9,"City of Santa Cruz",82,1.25,1125.11200932366,-536.212009323665,0.00439985070009761,740.39545203176,0.000388188931577058,-0.725973396087235
"320","321",1208,"Unincorporated Areas",79,1.24,1022.64231595602,185.357684043979,0.00178163150919123,740.546654303256,1.86848665779576e-05,0.250625041503742
"321","322",241.6,"Unincorporated Areas",46,0.7,1083.04336352288,-841.443363522883,0.00205690015571245,740.145321983554,0.000444788420375088,-1.13788571578505
"322","323",407.7,"Scotts Valley/Watsonville",232,3.54,401.027500481067,6.67249951893342,0.0406458944087338,740.567083105974,5.98050628995187e-07,0.00920292171861652
"323","324",1510,"Unincorporated Areas",79,1.22,1024.34572748651,485.654272513491,0.00179451242059642,740.426666778772,0.000129200154083038,0.656665021217871
"324","325",2189.5,"City of Santa Cruz",33,0.51,1209.53332310144,979.966676898563,0.00484468726969149,739.993354647991,0.00142892249746533,1.32706599564177
"325","326",298.98,"Unincorporated Areas",47,0.73,1080.05161179552,-781.071611795524,0.00203635683696906,740.20369739255,0.000379409492340889,-1.05623399122916
"326","327",2265,"City of Santa Cruz",11,0.19,1246.39386508504,1018.60613491496,0.00512010236895969,739.947025968312,0.00163249533685422,1.37958227431653
"327","328",718.76,"City of Santa Cruz",33,0.51,1209.53332310144,-490.773323101437,0.00484468726969149,740.423250552005,0.000358383456247921,-0.664602791104324
"328","330",785.2,"City of Santa Cruz",325,5.04,696.213357410862,88.9866425891377,0.00612193026233284,740.56237541328,1.49270451596325e-05,0.120582674846939
"329","331",135.9,"City of Santa Cruz",66,1.02,1151.68739283031,-1015.78739283031,0.00450806136443977,739.950833797875,0.00142765083078461,-1.37534163575386
"330","332",1005.66,"City of Santa Cruz",234,3.68,851.77907476209,153.88092523791,0.00468605110420333,740.552970965476,3.40689272423104e-05,0.208368175785223
"331","333",736.88,"City of Capitola",6,0.11,1463.3916822633,-726.511682263297,0.00764438273516217,740.250928176855,0.00124622082420073,-0.985225359335154
"332","334",392.6,"Unincorporated Areas",286,4.45,658.861437965937,-266.261437965937,0.00299109312062605,740.524847996351,6.4885916818062e-05,-0.360234580239473
"333","335",465.08,"Unincorporated Areas",191,3.03,821.283927635136,-356.203927635136,0.0018222975424529,740.491559908539,7.05834708130326e-05,-0.481638746757371
"334","336",1135.52,"Unincorporated Areas",80,1.29,1017.94715269817,117.572847301827,0.00175429430580978,740.5588805657,7.40190770640299e-06,0.158969920279009
"335","337",1981.12,"Unincorporated Areas",34,0.54,1101.91026894631,879.209731053691,0.00216007645257991,740.106550478552,0.00051007540657289,1.18901872515989
"336","338",253.68,"Unincorporated Areas",214,3.39,780.579928158934,-526.899928158934,0.00201205513578118,740.401759727382,0.000170587658106593,-0.712511925552285
"337","339",1057,"Unincorporated Areas",7,0.11,1150.32274650573,-93.3227465057262,0.00250590794833098,740.561921570928,6.67146964386998e-06,-0.126228956364304
"338","340",779.16,"City of Santa Cruz",51,0.92,1166.75396695715,-387.593966957147,0.00455495488771268,740.47741113424,0.000210041717165965,-0.524801430094583
"339","341",477.16,"City of Santa Cruz",131,2.14,1027.91510906723,-550.755109067231,0.00415311712781665,740.386058055327,0.000386374230799335,-0.745570809734584
"340","342",1434.5,"City of Capitola",177,3.22,1123.84670146421,310.653298535785,0.00690284813131515,740.509353719455,0.000205446537429182,0.421120852836841
"341","343",1174.78,"Unincorporated Areas",164,2.69,862.031053307356,312.748946692644,0.00165100412773918,740.508879767789,4.92807309799704e-05,0.422845106480338
"342","344",555.68,"City of Santa Cruz",186,2.98,932.356931047258,-376.676931047258,0.00428925760795154,740.482415850059,0.000186704950436099,-0.509951734190959
"343","345",755,"City of Capitola",183,3.62,1087.15866426469,-332.15866426469,0.0069227815527239,740.501078640131,0.000235563393316633,-0.450277993106898
"344","346",969.42,"Unincorporated Areas",144,2.32,902.276855253922,67.1431447460781,0.00161168227792339,740.564427000691,2.21710288508735e-06,0.090777575390581
"345","347",196.3,"Unincorporated Areas",206,3.31,790.8866497339,-594.5866497339,0.00193127172094073,740.356558939007,0.000208475408533099,-0.804010231660261
"346","348",256.7,"Unincorporated Areas",286,4.63,643.530734191543,-386.830734191543,0.00300801130450124,740.47790271197,0.000137733667727249,-0.523361514697894
"347","349",600.98,"Unincorporated Areas",294,4.85,621.300131903159,-20.3201319031589,0.00317567498929446,740.566864502866,4.01378292450401e-07,-0.0274943752060998
"348","350",1162.7,"Unincorporated Areas",55,0.9,1062.07953833336,100.620461666639,0.00193135108755373,740.561081744404,5.9705598144009e-06,0.136060713685972
"349","351",1057,"City of Capitola",24,0.39,1431.68450106718,-374.684501067181,0.00742617699498973,740.483044657136,0.000321864560214497,-0.508055276293806
"350","352",295.96,"Unincorporated Areas",289,5.06,605.597482991166,-309.637482991166,0.00316492233182886,740.509946010257,9.2880710998756e-05,-0.418956100291098
"351","353",377.5,"Unincorporated Areas",71,1.15,1033.80074329623,-656.300743296231,0.0018096097791831,740.310606253209,0.00023793920121306,-0.887406999282148
"352","354",981.5,"City of Capitola",70,1.15,1346.8696790538,-365.369679053802,0.00699944596624611,740.487207115177,0.000288225056226978,-0.495318334854329
"353","355",588.9,"City of Santa Cruz",140,2.31,1009.50640117344,-420.606401173441,0.00414053968705567,740.461523331724,0.000224654251718216,-0.569381690051529
"354","356",347.3,"City of Santa Cruz",216,3.55,870.710669479543,-523.410669479543,0.00449417614011287,740.403535828646,0.000377876308182562,-0.70867533015918
"355","357",567.76,"City of Capitola",190,3.25,1115.61533655734,-547.855336557336,0.00704811346146211,740.387437395444,0.000652604870306477,-0.742725679401232
"356","358",637.22,"Unincorporated Areas",357,5.9,504.363057360046,132.856942639954,0.00465053978567003,740.556571108904,2.52012883345037e-05,0.17989666296701
"357","359",1467.72,"Unincorporated Areas",99,1.64,979.841396713722,487.878603286278,0.00163840366116197,740.425399387537,0.000119006521559757,0.659621016412261
"358","360",1120.42,"Unincorporated Areas",68,1.13,1036.8140581216,83.6059418784009,0.00181282543939624,740.562948796253,3.86819487701505e-06,0.11304667603654
"359","361",453,"Unincorporated Areas",186,3.09,818.356865201804,-365.356865201804,0.0017590751026752,740.487632175272,7.16721160262895e-05,-0.493999185594622
"360","362",374.48,"Unincorporated Areas",155,2.62,871.922703548705,-497.442703548705,0.00159752595393704,740.419794344144,0.000120621520077711,-0.672538090911057
"361","363",1718.38,"Unincorporated Areas",9,0.16,1145.19094881625,573.189051183748,0.00246160233334808,740.371338583037,0.000247204552928101,0.775282036191739
"362","364",250.66,"Unincorporated Areas",141,2.34,901.883347018314,-651.223347018314,0.00158211386076012,740.314617965293,0.000204726940323873,-0.880441351412416
"363","365",1380.14,"City of Capitola",163,2.77,1168.28634294297,211.853657057027,0.00687904259107842,740.540250755761,9.52133130143226e-05,0.287184858095904
"364","366",2014.34,"City of Capitola",45,0.75,1391.85377045423,622.486229545767,0.00718834242667098,740.335110726289,0.000859521134272723,0.843962131870233
"365","367",1981.12,"City of Capitola",55,0.92,1373.00842812882,608.111571871184,0.00709567433447614,740.345724101313,0.000809557026067916,0.824434604414594
"366","368",634.2,"Unincorporated Areas",62,1.36,1019.84463211074,-385.644632110744,0.00167319998369395,740.478567517849,7.59414726739384e-05,-0.521407857619506
"367","369",812.38,"City of Santa Cruz",65,1.18,1138.49673501803,-326.116735018027,0.0044056304342507,740.50362006202,0.000143777660526392,-0.441528270038476
"368","370",957.34,"City of Capitola",13,0.25,1448.41136052849,-491.071360528492,0.00752423231086686,740.422686842835,0.00056029097511562,-0.665903498679689
"369","371",954.32,"City of Capitola",22,0.4,1431.70606416519,-477.386064165191,0.00740907586310321,740.430640923026,0.000521272671935887,-0.647308385340227
"370","372",537.56,"Unincorporated Areas",66,1.13,1037.68732698485,-500.127326984853,0.00180704001855304,740.418168546244,0.000137975500162288,-0.676238635638013
"371","373",332.2,"Unincorporated Areas",41,0.97,1062.23048001943,-730.030480019425,0.00187045457100651,740.24970448766,0.000304338832171593,-0.987129619424636
"372","374",311.06,"City of Santa Cruz",661,11.2,24.8534369939232,286.206563006077,0.020969927820633,740.517382231571,0.000545087333233604,0.390758306131664
"373","375",588.9,"Unincorporated Areas",41,0.69,1086.07824144626,-497.178241446261,0.00205522812494665,740.419883456821,0.000155157684284059,-0.672334668892462
"374","376",1057,"City of Santa Cruz",98,1.67,1082.35421627739,-25.3542162773851,0.0042162179223844,740.566727013664,8.31371964606405e-07,-0.0343237169719671
"375","377",543.6,"Unincorporated Areas",105,1.83,961.039180584324,-417.439180584324,0.00157487080396253,740.463374905797,8.37341055515587e-05,-0.564367639526562
"376","378",597.96,"Unincorporated Areas",383,6.55,437.649687396885,160.310312603115,0.00553851876282721,740.551751554579,4.37766639454139e-05,0.217167145984351
"377","379",1165.72,"City of Capitola",70,1.23,1340.05603293185,-174.336032931849,0.00693818479997143,740.548920774969,6.50383713569204e-05,-0.236333705174093
"378","380",211.4,"Unincorporated Areas",162,2.77,856.090676048656,-644.690676048656,0.00161426557733716,740.319651131997,0.000204730747484662,-0.87162334120502
"379","381",1023.78,"City of Santa Cruz",165,3.02,938.119431050442,85.660568949558,0.00412911484405161,740.562731562271,9.29212068030382e-06,0.115959432885643
"380","382",1703.28,"City of Santa Cruz",57,1.03,1154.7653969497,548.514603050298,0.00448852637812761,740.387467791562,0.000414466727662743,0.742662859286973
"381","383",972.44,"Unincorporated Areas",110,1.89,953.745773834726,18.6942261652742,0.0015724569026817,740.566902658061,1.67672821169244e-07,0.0252741094523275
"382","384",410.72,"Unincorporated Areas",241,4.23,697.247514224508,-286.527514224508,0.00233218266618838,740.518201742988,5.85093593474992e-05,-0.387525242335856
"383","385",374.48,"Unincorporated Areas",155,2.71,864.257351661508,-489.777351661508,0.00157534283093375,740.424303118632,0.000115303880594496,-0.662167247464239
"384","386",767.08,"Unincorporated Areas",219,3.81,742.625113860548,24.4548861394522,0.00204532252527995,740.566754525751,3.73571294142713e-07,0.0330702046154785
"385","387",413.74,"Unincorporated Areas",259,4.54,662.98521573266,-249.24521573266,0.0026100287802228,740.530091509919,4.95759454401612e-05,-0.337148303120931
"386","388",3473,"City of Capitola",64,1.2,1345.23095681734,2127.76904318266,0.00692600408131207,737.852601685006,0.00967098115704552,2.88443214684083
"387","389",386.56,"City of Santa Cruz",435,7.52,436.960540151387,-50.4005401513869,0.00968565001734224,740.565586196448,7.6305360958108e-06,-0.068418776045678
"388","390",398.64,"Unincorporated Areas",224,4.01,723.407826397532,-324.767826397532,0.0021157664360187,740.50428872395,6.81640584895201e-05,-0.439197201503944
"389","391",1041.9,"City of Santa Cruz",295,5.55,665.875396332213,376.024603667788,0.00589513118600459,740.482572610974,0.000256545049296269,0.509479610033678
"390","392",631.18,"Unincorporated Areas",535,10.72,16.119949682833,615.060050317167,0.0145949642490164,740.338911323268,0.00172946015685034,0.837021814459833
"391","393",374.48,"Unincorporated Areas",176,3.05,826.130032579048,-451.650032579048,0.00167577039140877,740.445661295973,0.000104322364687249,-0.610650737590647
"392","394",2023.4,"City of Santa Cruz",17,0.31,1233.55358931235,789.846410687654,0.00501299129236036,740.194372021553,0.000960836447815216,1.06969653671382
"393","395",546.62,"Unincorporated Areas",107,1.87,956.759088660094,-410.139088660094,0.00156660591273256,740.466972473923,8.04055321534765e-05,-0.554495797408907
"394","396",453,"Unincorporated Areas",298,5.22,588.04048086262,-135.04048086262,0.00335530082989798,740.556235969266,1.87361664018157e-05,-0.182734454497292
"395","397",453,"City of Santa Cruz",98,1.76,1074.68886439019,-621.688864390188,0.0041748837355188,740.336405157459,0.000494910254609025,-0.841604785992829
"396","398",1585.5,"City of Santa Cruz",54,0.97,1161.18553483605,424.314465163953,0.00452432151334457,740.459611843722,0.000250017189310597,0.574512068945606
"397","399",1661,"Unincorporated Areas",124,2.34,909.306132355967,751.693867644033,0.00148272804188823,740.230713517608,0.000255584430449121,1.0162249713134
"398","400",453,"Unincorporated Areas",91,1.63,984.18617793198,-531.18617793198,0.00160961855593519,740.399126016576,0.000138585491438025,-0.718163315996649
"399","401",1271.42,"City of Santa Cruz",121,2.18,1028.87463032252,242.545369677478,0.00409192452458338,740.53200283514,7.38205241474974e-05,0.328329576971376
"400","402",779.16,"Unincorporated Areas",143,2.62,877.162316728225,-98.0023167282249,0.00151676184344322,740.561393784808,4.44437364613628e-06,-0.132492897849398
"401","403",755,"City of Santa Cruz",70,1.26,1129.49991673794,-374.499916737941,0.00436606744853367,740.48338560933,0.000187886922953016,-0.507024011098568
"402","404",483.2,"Unincorporated Areas",196,3.49,779.922290275773,-296.722290275773,0.00181541861976081,740.514686451716,4.8792992851528e-05,-0.401209668107265
"403","405",471.12,"Unincorporated Areas",96,1.72,974.337653886649,-503.217653886649,0.00158623138093483,740.416355372305,0.000122562946504201,-0.680341923950468
"404","406",622.12,"Unincorporated Areas",314,5.62,546.986099346828,75.1339006531717,0.00378053821800862,740.563742897275,6.54059869591048e-06,0.101691597861089
"405","407",993.58,"Unincorporated Areas",8,0.14,1147.33099477837,-153.750994778367,0.0024792789642085,740.553026061768,1.79151089706854e-05,-0.207961823758684
"406","408",3775,"City of Santa Cruz",44,0.86,1174.92064257,2600.07935743,0.0045930916266179,736.519597853157,0.00953189075626767,3.5205695148845
"407","409",884.86,"City of Capitola",370,6.59,752.551413272999,132.308586727001,0.0106959374689432,740.556594057718,5.81885282468432e-05,0.179700704696286
"408","410",1878.44,"Unincorporated Areas",9,0.16,1145.19094881625,733.249051183748,0.00246160233334808,740.246709138684,0.000404542088608098,0.99177542952606
"409","411",842.58,"City of Santa Cruz",84,1.57,1096.9841559726,-254.4041559726,0.00422873210373383,740.52848044923,8.39540083010167e-05,-0.344406272311439
"410","413",1464.7,"Unincorporated Areas",16,0.29,1131.06233284669,333.637667153308,0.00235044693842436,740.500794609423,7.99551827064013e-05,0.451245325125849
"411","414",1271.42,"Unincorporated Areas",140,2.54,885.285866145058,386.134133854942,0.0015167920331647,740.478356490598,6.89958450892779e-05,0.522028793138745
"412","415",413.74,"Unincorporated Areas",256,4.63,656.629767140343,-242.889767140343,0.0025997712623715,740.531955733954,4.68939364341064e-05,-0.328549743700627
"413","416",1096.26,"Unincorporated Areas",305,6.42,482.779348011939,613.480651988061,0.00432811017246674,740.342423331657,0.000499769326232581,0.83055690532493
"414","417",948.28,"City of Capitola",29,0.55,1415.87403666514,-467.594036665142,0.00729587899308653,740.43619739624,0.000492354534505886,-0.633994802353014
"415","418",471.12,"Unincorporated Areas",181,3.28,804.3576278203,-333.2376278203,0.00169511428370163,740.500996980716,5.74490300144307e-05,-0.450556315812827
"416","419",948.28,"City of Santa Cruz",72,1.3,1125.21982481371,-176.939824813711,0.00434662487831324,740.54842213189,4.17531310175439e-05,-0.239551091350875
"417","420",365.42,"Unincorporated Areas",48,0.88,1066.83939088524,-701.419390885236,0.00193151892494869,740.274083190238,0.000290158878079238,-0.948471407908447
"418","421",265.76,"Unincorporated Areas",165,3.01,834.339834387918,-568.579834387918,0.00159681791067748,740.374641754374,0.000157517361693706,-0.76871458367044
"419","422",987.54,"Unincorporated Areas",29,0.54,1104.09344110444,-116.553441104443,0.00215547467813757,740.559019413249,8.94477476316574e-06,-0.157623260417149
"420","423",1066.06,"City of Santa Cruz",62,1.14,1143.21346137388,-77.1534613738836,0.00442604614473984,740.563557112038,8.08503224647149e-06,-0.104458863802776
"421","424",226.5,"Scotts Valley/Watsonville",199,3.61,409.474496368038,-182.974496368038,0.0402521413442779,740.54637791935,0.000444997783541445,-0.252312420840845
"422","425",890.9,"City of Santa Cruz",66,1.21,1135.50498329067,-244.604983290668,0.00438945589815125,740.531393370062,8.05868829483394e-05,-0.33116711360964
"423","426",226.5,"Scotts Valley/Watsonville",303,5.51,202.240420082481,24.2595799175186,0.0414141740137828,740.566745797158,8.06780870168699e-06,0.0334729832902916
"424","427",1050.96,"Unincorporated Areas",69,1.27,1024.45354297655,26.5064570234454,0.00173126223263884,740.566692392381,3.71255861036151e-07,0.0358388934749642
"425","428",389.58,"Unincorporated Areas",36,0.67,1089.96482513488,-700.384825134882,0.00206399405515889,740.274908338944,0.000309227816980414,-0.947135309675478
"426","429",1488.86,"City of Santa Cruz",126,2.36,1011.36075438999,477.499245610006,0.00405929383738718,740.431035466411,0.000283812124108882,0.646372087847189
"427","430",525.48,"Unincorporated Areas",85,1.61,988.509396052228,-463.029396052228,0.00159944244347776,740.439473569259,0.000104635283562651,-0.626012207466616
"428","431",368.44,"Unincorporated Areas",170,3.12,822.787898812099,-454.347898812099,0.00162219775272311,740.444212516539,0.000102186388862836,-0.614281889819187
"429","432",398.64,"Unincorporated Areas",132,2.45,896.444293485268,-497.804293485268,0.00149418243942003,740.419595347818,0.000112959236034146,-0.672992127847795
"430","433",1060.02,"Unincorporated Areas",173,3.2,814.664349395266,245.355650604734,0.00163896808799238,740.531272811487,3.01085211949738e-05,0.331725532321217
"431","434",1380.14,"Unincorporated Areas",73,1.36,1015.04165336285,365.098346637149,0.00169155410337687,740.487749984281,6.88142175811864e-05,0.493632948144533
"432","435",320.12,"Unincorporated Areas",166,3.11,825.38614230385,-505.26614230385,0.00159570869504466,740.415123921528,0.000124303446317867,-0.683114688520303
"433","436",906,"Unincorporated Areas",192,3.56,775.706887645571,130.293112354429,0.00178405851258125,740.557003074346,9.24496028269985e-06,0.176171581756951
"434","437",664.4,"Unincorporated Areas",160,3,837.374712311295,-172.974712311295,0.00156488108953745,740.549300116251,1.4285943263207e-05,-0.233856442459948
"435","438",302,"Unincorporated Areas",124,2.31,911.861249651699,-609.861249651699,0.00149074708741165,740.345698173449,0.000169146845280482,-0.824482872936759
"436","439",277.84,"Unincorporated Areas",395,7.42,358.311672641126,-80.4716726411264,0.00655504686848949,740.563236589644,1.30820644381515e-05,-0.10906810573236
"437","440",326.16,"Unincorporated Areas",147,2.77,862.640192523056,-536.480192523056,0.00151368998956823,740.395777000328,0.000132911370053894,-0.725285976700998
"438","441",1833.14,"City of Capitola",35,0.7,1400.47864359672,432.66135640328,0.00718720335353463,740.455040793471,0.000415167603183394,0.586598665038248
"439","442",3473,"City of Santa Cruz",68,1.28,1128.66977407071,2344.33022592929,0.00435266061755722,737.279166451687,0.00733978513437515,3.17389579707096
"440","443",395.62,"Unincorporated Areas",381,7.13,389.124021875979,6.49597812402067,0.0060117358517586,740.567085456916,7.80959523498456e-08,0.00880198392873766
"441","444",890.9,"Unincorporated Areas",269,5.06,614.330171623699,276.569828376301,0.0029174220930787,740.521515491181,6.82729476433995e-05,0.374167344938349
"442","445",688.56,"City of Capitola",165,3.2,1130.78972617422,-442.229726174223,0.00678659344636341,740.450075930033,0.000409227294774774,-0.599450451182908
"443","446",528.5,"City of Santa Cruz",150,2.82,961.703062829725,-433.203062829725,0.00407297341432205,740.455111309464,0.000234391370187497,-0.586414101791747
"444","447",809.36,"Unincorporated Areas",7,0.17,1145.21251191426,-335.852511914262,0.00245398191364124,740.499904196862,8.46066933423868e-05,-0.454264477335583
"445","448",181.2,"Scotts Valley/Watsonville",444,8.36,-102.061177871453,283.261177871453,0.0456111464900381,740.517142838441,0.00122207096785488,0.391697701812227
"446","449",552.66,"City of Santa Cruz",154,2.95,948.884350155044,-396.224350155044,0.00407911832353927,740.473416595025,0.000196381689248263,-0.536358772947915
"447","450",697.62,"Unincorporated Areas",27,0.51,1107.52182726343,-409.901827263428,0.00217737684898658,740.467027077953,0.000111760582999693,-0.554344607438058
"448","451",1506.98,"City of Santa Cruz",91,2.15,1044.52878056705,462.451219432946,0.00404951934765111,740.439478918522,0.000265559527139582,0.625999090393249
"449","452",498.3,"City of Santa Cruz",477,9.13,281.497265818763,216.802734181237,0.012627589067875,740.538817357608,0.000185178267176657,0.294748027149035
"450","453",1268.4,"Unincorporated Areas",53,1.06,1049.32551495271,219.074485047292,0.00182425243405952,740.538533978657,2.67273897982856e-05,0.296220382657243
"451","454",386.56,"Unincorporated Areas",117,2.35,911.51086761211,-524.95086761211,0.00145219281117728,740.403072936697,0.000122074770122478,-0.70967723251181
"452","455",8413.72,"City of Capitola",4,0.08,1466.82006842228,6946.89993157772,0.00766974285212337,711.07624020551,0.114327962467949,9.42083878938255
"453","456",637.22,"City of Santa Cruz",124,2.41,1007.97549442703,-370.755494427027,0.00404149685256142,740.485078318883,0.00017034798092928,-0.501872754911557
"454","457",604,"City of Santa Cruz",100,2.15,1040.59907068241,-436.599070682414,0.00405109026609205,740.453350797982,0.000236791143400958,-0.591004683686025
"455","458",323.14,"Unincorporated Areas",625,12.35,-162.005188898359,485.145188898359,0.0204813960160791,740.424287112336,0.0015281981737741,0.662204351679108
"456","459",1171.76,"Unincorporated Areas",43,0.84,1072.42938610435,99.3306138956546,0.00195221504661847,740.561235200827,5.88156994577135e-06,0.134317963333017
"457","460",679.5,"Unincorporated Areas",56,1.2,1036.09173094441,-356.59173094441,0.00174846520880133,740.491400904892,6.78612100708902e-05,-0.482145281275516
"458","461",1096.26,"City of Capitola",32,0.65,1406.04707571782,-309.787075717821,0.00721878191692898,740.509657102462,0.000213789045701979,-0.420013418004249
"459","462",2352.58,"City of Capitola",21,0.42,1430.43928706633,922.140712933671,0.00738680078490847,740.057790410306,0.00193906661822796,1.25035639525046
"460","463",1661,"City of Capitola",41,0.84,1385.93495629354,275.065043706457,0.00709471232110692,740.521820563607,0.000165612071331335,0.372913526279047
"461","464",1510,"Unincorporated Areas",37,0.9,1069.93895810264,440.061041897359,0.00191238150357323,740.451787073445,0.000113074606545264,0.595052432092579
"462","465",311.06,"Unincorporated Areas",518,10.39,51.6490252735423,259.410974726458,0.0135570363282082,740.526565076627,0.000285167175306809,0.352840965538488
"463","466",981.5,"City of Capitola",147,2.95,1159.94179007461,-178.441790074606,0.0066750127059915,740.548058949059,6.55185926464166e-05,-0.241867511926864
"464","467",697.62,"Unincorporated Areas",80,1.7,983.027216323164,-285.407216323164,0.00155051745508646,740.518621459517,3.85350927180952e-05,-0.385858922835043
"465","468",295.96,"Unincorporated Areas",90,1.84,966.73699129348,-670.77699129348,0.00151884279965184,740.29924181889,0.000208492979434364,-0.906848766084305
"466","469",537.56,"Unincorporated Areas",133,2.72,873.01160339205,-335.451603392051,0.00145395806601144,740.500131706078,4.99088401977677e-05,-0.453494966197588
"467","470",1168.74,"City of Capitola",68,1.4,1326.45030378595,-157.710303785952,0.0068103350949689,740.552226691377,5.22307517016078e-05,-0.213781745359237
"468","471",486.22,"Unincorporated Areas",179,3.88,754.128550768906,-267.908550768906,0.00176693548316398,740.524375956195,3.87107853402308e-05,-0.362240700985816
"469","472",4098.14,"Unincorporated Areas",35,0.73,1085.29122497504,3012.84877502496,0.00202115498632986,735.141427761371,0.0056029101159577,4.07420907539848
"470","474",1543.22,"Unincorporated Areas",1,0.03,1159.75619921744,383.463800782561,0.00258021979540356,740.479486558871,0.000115998276411834,0.518694962501209
"471","475",755,"Unincorporated Areas",4,0.08,1154.18776709634,-399.187767096339,0.00253374885323744,740.472157110245,0.000123430825624242,-0.539951515959729
"472","476",1057,"City of Capitola",48,0.98,1370.95463455874,-313.954634558738,0.00701352087755728,740.508112997131,0.000213248145234299,-0.425619852514691
